PatientID	Country	State	City	ZIP	Address
2717	USA	OH	Bucyrus	44820	720 Blackburn Road
2718	USA	OH	Galion	44833	629 North Sandusky Avenue
2719	USA	AL	Oneonta	35121	269 Portland Way South
2720	USA	AL	Opelika	36801	150 Gilbreath Drive
2721	USA	OH	Mayfield Heights	44124	2000 Pepperell Parkway
2722	USA	AL	Phenix City	36867	6780 Mayfield Road
2723	USA	PA	Sharon	16146	4401 River Chase Drive
2724	USA	PA	St Marys	15857	740 East State Street
2725	USA	PA	Philadelphia	19107	763 Johnsonburg Road
2726	USA	PA	Allentown	18103	800 Spruce Street
2727	USA	AL	Troy	36081	850 South 5Th Street
2728	USA	PA	Philadelphia	19118	1330 Highway 231
2729	USA	AL	Phenix City	36867	8835 Germantown Avenue
2730	USA	AL	Prattville	36067	3715 Highway 280
2731	USA	OH	Cleveland	44111	124 South Memorial Drive
2732	USA	PA	Towanda	18848	18101 Lorain Avenue
2733	USA	OH	Middleburg Heights	44130	91 Hospital Drive
2734	USA	PA	Pittsburgh	15237	6990 Engle Road
2735	USA	PA	Lewisburg	17837	9100 Babcock Boulevard
2736	USA	AL	Tuscaloosa	35404	One Hospital Drive
2737	USA	TX	Texarkana	75503	1301 Jack Warner Parkway N.E.
2738	USA	PA	Butler	16001	"2400 St. Michael Drive,2Nd Floor"
2739	USA	PA	Wernersville	19565	One Hospital Way
2740	USA	PA	Torrance	15779	160 Main Street
2741	USA	AL	Tallassee	36078	State Route 1014   P O Box 111
2742	USA	AL	Tuscaloosa	35401	805 Friendship Road
2743	USA	AL	Tuscaloosa	35401	200 University Boulevard
2744	USA	PA	Warren	16365	809 University Boulevard East
2745	USA	AL	Winfield	35594	Two Crescent Park West  Po Box 68
2746	USA	IA	Audubon	50025	1530 U. S. Hwy 43
2747	USA	PA	East Norriton	19403	515 Pacific
2748	USA	PA	Philadelphia	19129	559 W Germantown Pike
2749	USA	PA	Harrisburg	17109	"3300 Henry Avenue,Unit 4"
2750	USA	TX	Burnet	78611	4300 Londonderry Road
2751	USA	PA	Altoona	16602	3201 S Water Street
2752	USA	AL	Valley	36854	2907 Pleasant Valley Boulevard
2753	USA	IA	Onawa	51040	4800 48Th Street
2754	USA	IA	Red Oak	51566	1600 Diamond Avenue
2755	USA	TX	Port Lavaca	77979	2301 Eastern Avenue
2756	USA	OH	Cleveland	44104	815 North Virginia Street
2757	USA	OH	Highland Hills	44122	"2801 Martin Luther King, Jr Drive"
2758	USA	OH	Cleveland	44106	4199 Mill Pond Drive
2759	USA	OH	Middleburg Heights	44130	11100 Euclid Avenue
2760	USA	OH	Euclid	44119	18697 Bagley Road
2761	USA	PA	Troy	16947	18901 Lake Shore Boulevard
2762	USA	OH	Warrensville Hts	44128	101 Elmira Street
2763	USA	OH	Cleveland	44109	4200 Interchange Corporate Center Road
2764	USA	OH	Cleveland	44195	2500 Metrohealth Drive
2765	USA	WY	Casper	82601	9500 Euclid Avenue
2766	USA	OH	Cleveland	44155	231 South Wilson
2767	USA	OH	Beachwood	44122	"2351 East 22Nd Street,7Th Floor"
2768	USA	OH	Westlake	44145	3999 Richmond Road
2769	USA	OH	Beachwood	44122	29000 Center Ridge Road
2770	USA	OH	Parma	44129	23333 Harvard Road
2771	USA	OH	Greenville	45331	7007 Powers Boulevard
2772	USA	OH	Hicksville	43526	835 Sweitzer Street
2773	USA	PA	York	17403	208 N Columbus St
2774	USA	OH	Defiance	43512	55 Monument Road
2775	USA	OH	Defiance	43512	1200 Ralston Avenue
2776	USA	OH	Delaware	43015	1404 East Second Street
2777	USA	OH	Sandusky	44870	561 West Central Avenue
2778	USA	WY	Thermopolis	82443	1111 Hayes Avenue
2779	USA	NJ	Trenton	8611	148 East Arapahoe
2780	USA	PA	Williamsport	17701	2Nd Street
2781	USA	OH	Sandusky	44870	700 High Street
2782	USA	OH	Canal Winchester	43110	1912 Hayes Avenue
2783	USA	OH	Lancaster	43130	7911 Diley Road
2784	USA	OH	New Albany	43054	401 North Ewing Street
2785	USA	OH	Columbus	43201	7333 Smith'S Mill Road
2786	USA	OH	Columbus	43222	"1087 Dennison Avenue,4Th Floor"
2787	USA	OH	Westerville	43081	793 West State Street
2788	USA	OH	Columbus	43205	500 South Cleveland Avenue
2789	PRI	PR	Bayamon	956	181 Taylor Ave
2790	USA	OH	Columbus	43223	Ave Laurel - Urb Santa Juanita
2791	PRI	PR	Bayamon	674	765 Pierce Drive
2792	PRI	PR	Bayamon	960	Extension Hermanas Davila
2793	USA	OH	Columbus	43210	Carr. #2 Km 11.7 Interior Bo. Pajaros
2794	USA	OH	Dublin	43016	300 West Tenth Avenue
2795	USA	OH	Columbus	43228	7625 Hospital Drive
2796	USA	OH	Dublin	43016	5100 West  Broad Street
2797	USA	OH	Columbus	43215	7500 Hospital Avenue
2798	PRI	PR	Cabo Rojo Pueblo	623	111 South Grant Avenue
2799	USA	OH	Columbus	43222	108 Munoz Rivera Street
2800	PRI	PR	Bayamon	960	"793 West State Street,5Th Floor"
2801	USA	OH	Columbus	43201	Carr. #5 Ave Central Juanita Final
2802	PRI	PR	Caguas	726	"1087 Dennison Avenue,2Nd Floor"
2803	PRI	PR	Carolina	984	100 Luis Munoz Marin Avenue
2804	USA	OH	Columbus	43223	Pr-3 Km 8.1 Ave 65 Inf
2805	PRI	PR	Cidra	739	2200 West Broad Street
2806	USA	OH	Wauseon	43567	Pr-787 Km 1.5
2807	PRI	PR	Vieques	765	725 South Shoop Avenue
2808	USA	NJ	Westampton Township	8060	Pr-997 Km H .1 C/Antonio G Mellado Final
2809	USA	NJ	Marlton	8053	650 Rancocas Road
2810	USA	NJ	Marlton	8053	92 Brick Road
2811	USA	NJ	Willingboro	8046	90 Brick Road
2812	USA	NJ	Mount Holly	8060	218 A Sunset Road
2813	USA	NJ	Camden	8103	175 Madison Avenue
2814	USA	NJ	Atlantic City	8401	2 Cooper Plaza
2815	USA	NJ	Camden	8104	1925 Pacific Avenue
2816	USA	NJ	Ancora	8037	1000 Atlantic Avenue
2817	USA	NJ	Camden	8103	301 Spring Garden Road
2818	USA	NJ	Cherry Hill	8002	1600 Haddon Avenue
2819	USA	NJ	Voorhees	8043	2201 Chapel Ave West
2820	USA	NJ	Stratford	8084	100 Bowman Drive
2821	USA	NJ	Camden	8103	18 East Laurel Road
2822	USA	NJ	Mays Landing	8330	1 Cooper Plaza
2823	USA	NJ	Pomona	8240	5034 Atlantic Avenue
2824	USA	NJ	Atlantic City	8401	61 West Jimmie Leeds Road
2825	USA	NJ	Pomona	8240	1315 Pacific Avenue
2826	USA	NJ	Hammonton	8037	65 West Jimmie Leeds Road
2827	USA	NJ	Saddle Brook	7663	600 South White Horse Pike
2828	USA	NJ	Wyckoff	7481	300 Market Street
2829	USA	NJ	Englewood	7631	301 Sicomac Avenue
2830	USA	NJ	Paramus	7652	350 Engle Street
2831	USA	NJ	Hackensack	7601	230 East Ridgewood Avenue
2832	USA	NJ	Teaneck	7666	30 Prospect Avenue
2833	USA	NJ	Ridgewood	7450	718 Teaneck Road
2834	USA	NJ	Rochelle Park	7662	223 North Van Dien Avenue
2835	USA	NJ	Peapack	7977	96 Parkway
2836	USA	NJ	Belle Mead	8502	65 Highland Avenue
2837	USA	NJ	Wayne	7470	252 County Road 601
2838	USA	NJ	Paterson	7514	224 Hamburg Turnpike
2839	USA	NJ	Wayne	7470	81 East 39Th Street
2840	USA	NJ	Passaic	7055	224 Hamburg Turnpike
2841	USA	NJ	Williamstown	8094	211 Pennington Avenue
2842	USA	NJ	Turnersville	8012	1903 Grant Avenue
2843	USA	NJ	East Orange	7018	435 Hurffville-Crosskeys Road
2844	USA	NJ	Newark	7112	385 Tremont Avenue
2845	USA	NJ	Newark	7102	201 Lyons Avenue
2846	USA	NJ	Cedar Grove	7009	1160 Raymond Boulevard
2847	USA	NJ	West Orange	7052	125 Fairview Avenue
2848	USA	NJ	Newark	7103	1199 Pleasant Valley Way
2849	USA	NJ	Newark	7112	150 Bergen Street
2850	USA	NJ	Belleville	7109	111 Central Avenue
2851	USA	NJ	Livingston	7039	1 Clara Maass Drive
2852	USA	NJ	Newark	7107	94 Old Short Hills Road
2853	USA	NJ	East Orange	7018	495 North 13Th Street
2854	USA	NJ	Seabrook	8302	300 Central Avenue
2855	USA	NJ	Bridgeton	8302	133 Polk Lane
2856	USA	NJ	Vineland	8360	333 Irving Avenue
2857	USA	NJ	Flemington	8822	1505 West Sherman Avenue
2858	USA	NJ	Jersey City	7302	2100 Wescott Drive
2859	USA	NJ	North Bergen	7047	355 Grand Street
2860	USA	NJ	Kearny	7032	7600 River Road
2861	USA	NJ	Berkeley Heights	7922	206 Bergen Avenue
2862	USA	NJ	Summit	7901	40 Watchung Way
2863	USA	IA	Denison	51442	19 Prospect Street
2864	USA	IA	Sioux City	51104	2020 First Avenue South
2865	USA	NJ	Mountainside	7092	2101 Court Street
2866	USA	NJ	Elizabeth	7202	150 New Providence Road
2867	USA	NJ	Summit	7901	225 Williamson Street
2868	USA	NJ	Rahway	7065	99 Beauvoir Avenue
2869	USA	NJ	Elizabeth	7206	865 Stone Street
2870	USA	NJ	Rahway	7065	655 East Jersey Street
2871	USA	NJ	Sussex	7461	865 Stone Street
2872	USA	NJ	Newton	7860	20 Walnut Street
2873	USA	NJ	Elmer	8318	175 High Street
2874	USA	IA	Sioux City	51101	501 West Front Street
2875	USA	NJ	Salem	8079	801 5Th Street
2876	USA	NJ	Perth Amboy	8861	310 Woodstown Road
2877	USA	NJ	New Brunswick	8901	530 New Brunswick Avenue
2878	USA	NJ	New Brunswick	8901	195 Little Albany Street
2879	USA	NJ	New Brunswick	8901	1 Robert Wood Johnson Place
2880	USA	NJ	Old Bridge	8857	254 Easton Avenue
2881	USA	NJ	Perth Amboy	8861	1 Hospital Plaza
2882	USA	NJ	Avenel	7001	530 New Brunswick Avenue
2883	USA	NJ	Piscataway	8854	1277 Rahway Avenue
2884	USA	NJ	West Trenton	8628	671 Hoes Lane West
2885	USA	NJ	Princeton	8540	Stuyvesant Avenue
2886	USA	NJ	Trenton	8618	79 Bayard Lane
2887	USA	NJ	Lawrenceville	8648	100 Sullivan Way
2888	USA	NJ	Princeton	8540	2381 Lawrenceville Road
2889	USA	NJ	Trenton	8629	905 Herrontown Road
2890	USA	NJ	Hamilton Square	8690	601 Hamilton Avenue
2891	USA	NJ	Princeton	8540	1 Hamilton Health Place
2892	USA	NJ	Trenton	8638	253 Witherspoon Street
2893	USA	NJ	Trenton	8618	750 Brunswick Avenue
2894	USA	NJ	Morris Plains	7950	1610 Stuyvesant Avenue
2895	USA	NJ	Morristown	7960	59 Koch Ave
2896	USA	NJ	Dover	7801	100 Madison Avenue
2897	USA	NJ	Chester	7930	400 West Blackwell Street
2898	USA	NJ	Dover	7801	201 Pleasant Hill Road
2899	USA	NJ	Morristown	7960	400 West Blackwell Street
2900	USA	NJ	Pompton Plains	7444	100 Madison Avenue
2901	USA	NJ	Denville	7834	97 West Parkway
2902	USA	NJ	Long Branch	7740	25 Pocono Road
2903	USA	NJ	Long Branch	7740	300 2Nd Avenue
2904	USA	NJ	Neptune	7753	300 2Nd Avenue
2905	USA	NJ	Red Bank	7701	1945 State Route 33
2906	USA	NJ	Freehold	7728	1 Riverview Plaza
2907	USA	NJ	Brick	8724	901 West Main Street
2908	USA	NJ	Toms River	8755	"425 Jack Martin Boulevard,Second Floor East Wing"
2909	USA	NJ	Toms River	8755	14 Hospital Drive
2910	USA	NJ	Toms River	8755	1691 United States Highway 9
2911	USA	NJ	Brick	8724	94 Stevens Road
2912	USA	NJ	Toms River	8755	425 Jack Martin Boulevard
2913	USA	NJ	Manahawkin	8050	99 State Highway 37 West
2914	USA	NJ	Neptune	7753	1140 State Route 72 West
2915	USA	NJ	Morristown	7962	1945 State Route 33
2916	USA	NJ	Bayonne	7002	95 Mt Kemble Avenue
2917	USA	NJ	Jersey City	7306	29 East 29Th St
2918	USA	NJ	New Brunswick	8901	176 Palisade Ave
2919	USA	NJ	Cedar Grove	7009	200 Somerset Street
2920	USA	NJ	Tinton Falls	7724	204 Grove Avenue
2921	USA	NJ	Woodbury	8096	2 Centre Plaza
2922	USA	NJ	Willingboro	8046	509 N Broad St
2923	USA	NJ	Lakewood	8701	218 Sunset Road
2924	USA	NJ	Somerville	8876	600 River Ave
2925	USA	NJ	Lakewood	8701	110 Rehill Ave
2926	USA	NJ	Atlantic City	8401	"600 River Avenue,4 West"
2927	USA	NJ	Pemberton	8068	"1925 Pacific Avenue,5Th Floor"
2928	USA	NJ	Westwood	7675	600 Pemberton-Browns Mills Road
2929	USA	NJ	Elizabeth	7207	"250 Old Hook Road,Fourth Floor"
2930	USA	NJ	Hoboken	7030	225 Williamson Street
2931	USA	NJ	Belle Mead	8502	308 Willow Ave
2932	USA	NJ	Westwood	7675	40 East Mountain Road
2933	USA	NJ	Vineland	8360	250 Old Hook Road
2934	USA	NJ	Secaucus	7094	1237 W Sherman Avenue
2935	USA	NJ	Edison	8818	595 County Avenue
2936	USA	NJ	Passaic	7055	65 James Street
2937	USA	NJ	Montclair	7042	350 Boulevard
2938	USA	NJ	Pennington	8534	Bay And Highland Ave
2939	USA	NJ	Somers Point	8244	One Capital Way
2940	USA	NJ	Plainsboro	8536	100 Medical Center Way
2941	USA	OH	Chardon	44024	One Plainsboro Road
2942	USA	OH	Beavercreek	45431	12340 Bass Lake Road
2943	USA	OH	Xenia	45385	3535 Pentagon Park Blvd
2944	USA	NM	Las Vegas	87701	1141 North Monroe Drive
2945	USA	NM	Carlsbad	88220	104 Legion Drive
2946	USA	NM	Albuquerque	87102	2430 West Pierce Street
2947	USA	OH	Cambridge	43725	235 Elm Street Northeast
2948	USA	OH	Cambridge	43725	66755 State Street
2949	PRI	PR	Fajardo	738	1341 North Clark Street
2950	PRI	PR	Fajardo	738	Pr-194 Ave General Valero #404 Pr-194
2951	PRI	PR	Guayama	785	151 Osvaldo Avenue
2952	USA	AZ	Show Low	85901	Veterans Avenue
2953	USA	OH	Cincinnati	45224	2200 E Show Low Lake Rd
2954	USA	OH	Cincinnati	45236	5642 Hamilton Avenue
2955	USA	OH	Cincinnati	45229	4777 East Galbraith Road
2956	USA	OH	Cincinnati	45219	3333 Burnet Avenue
2957	USA	OH	Cincinnati	45219	234 Goodman Street
2958	PRI	PR	Guaynabo	970	2139 Auburn Avenue
2959	USA	OH	Cincinnati	45219	Carr. 199 Km 1.3
2960	USA	OH	Cincinnati	45220	311 Straight Street
2961	PRI	PR	Humacao Pueblo	791	375 Dixmyth Avenue
2962	PRI	PR	Humacao	791	Ave Font Martelo 300
2963	PRI	PR	Ponce	733	355 Font Martelo Street
2964	PRI	PR	Ponce	731	Centro Medico De Ponce
2965	USA	OH	Cincinnati	45219	Pr-14 Km 4.2
2966	USA	OH	Cincinnati	45216	2139 Auburn Avenue
2967	PRI	PR	Ponce	733	151 West Galbraith Road
2968	USA	OH	Cincinnati	45211	Pr-14 Ave Tito Castro 917
2969	USA	OH	Cincinnati	45220	3300 Mercy Health Blvd
2970	USA	OH	Cincinnati	45238	3200 Vine Street
2971	USA	OH	Cincinnati	45227	3131 Queen City Avenue
2972	USA	OH	Findlay	45840	7010 Rowan Hill Dr
2973	USA	OH	Napoleon	43545	1900 South Main Street
2974	USA	OH	Greenfield	45123	1600 East Riverview Avenue
2975	USA	OH	Hillsboro	45133	550 Mirabeau Street
2976	USA	OH	Logan	43138	1275 North High Street
2977	USA	OH	Millersburg	44654	601 State Route 664N
2978	PRI	PR	Manati	674	981 Wooster Road
2979	USA	OH	Norwalk	44857	"Hospitals Doctor Center, Pr-2 Km 47.7"
2980	USA	OH	Willard	44890	272 Benedict Avenue
2981	USA	OH	Steubenville	43952	1100 Neal Zick Road
2982	USA	OH	Mount Vernon	43050	380 Summit Avenue
2983	USA	OH	Painesville	44077	1330 Coshocton Road
2984	PRI	PR	Mayaguez	681	7590 Auburn Road
2985	USA	OH	Willoughby	44094	410 Hostos Avenue
2986	USA	OH	Willoughby	44094	35900 Euclid Avenue
2987	USA	OH	Proctorville	45669	36000 Euclid Avenue
2988	USA	OH	Newark	43055	5897 County Road 107
2989	USA	OH	Newark	43055	1320 West Main Street
2990	USA	OH	Newark	43055	2000 Tamarack Road
2991	USA	OH	Newark	43055	"2000 Tamarack Road,2Nd Floor"
2992	USA	OH	Bellefontaine	43311	200 Messimer Drive
2993	USA	OH	Elyria	44035	205 Palmer Avenue
2994	USA	AZ	Phoenix	85008	630 East River Street
2995	USA	TX	New Braunfels	78130	2500 East Van Buren Street
2996	USA	OH	Amherst	44001	600 North Union Avenue
2997	USA	OH	Oberlin	44074	"254 Cleveland Avenue,2Nd Floor"
2998	USA	OH	Maumee	43537	200 West Lorain Street
2999	USA	OH	Toledo	43615	5901 Monclova Road
3000	USA	OH	Oregon	43616	2901 N Reynolds Rd
3001	USA	OH	Sylvania	43560	2801 Bay Park Drive
3002	USA	OH	Sylvania	43560	5200 Harroun Road
3003	USA	OH	Oregon	43616	5220 West Alexis Road
3004	USA	OH	Toledo	43623	2600 Navarre Avenue
3005	USA	OH	Toledo	43608	3404 Sylvania Avenue
3006	USA	OH	Toledo	43614	2213 Cherry Street
3007	USA	OH	Toledo	43606	930 South Detroit Avenue
3008	USA	IA	Jefferson	50129	2142 North Cove Boulevard
3009	USA	OH	Toledo	43699	1000 West Lincolnway
3010	USA	OH	London	43140	3000 Arlington Avenue
3011	USA	NM	Alamogordo	88310	210 North Main Street
3012	USA	OH	Youngstown	44512	2669 North Scenic Drive
3013	USA	UT	Cedar City	84721	7630 Southern Blvd
3014	USA	NM	Farmington	87401	1303 North Main Street
3015	USA	NM	Farmington	87401	525 South Schwartz Avenue
3016	USA	NM	Las Vegas	87701	801 West Maple Street
3017	USA	NM	Portales	88130	3695 Hot Springs Boulevard
3018	USA	UT	Nephi	84648	42121 United States Highway 70
3019	USA	NM	Shiprock	87420	48 West 1500 North
3020	USA	AZ	Kingman	86409	Hwy 491 North
3021	USA	AZ	Winslow	86047	3269 Stockton Hill Road
3022	USA	NM	Rio Rancho	87124	1501 N Williamson Ave
3023	USA	NM	Santa Fe	87505	2400 Unser Blvd. Se
3024	USA	NM	Clayton	88415	2990 Rodeo Park Drive East
3025	USA	NM	Socorro	87801	300 Wilson St
3026	USA	NM	Truth Or Consequences	87901	1202 United States Highway 60
3027	USA	NM	Taos	87571	800 East Ninth Avenue
3028	USA	AZ	Lake Havasu City	86403	1399 Weimer Road
3029	USA	AZ	Fort Mohave	86426	101 Civic Center Lane
3030	USA	AZ	Bullhead City	86442	5330 S. Highway 95
3031	USA	AZ	Chandler	85224	2735 Silver Creek Road
3032	USA	WV	Glen Dale	26038	2905 W Warner Road
3033	USA	NM	Ruidoso	88345	800 Wheeling Ave
3034	USA	NM	Hobbs	88240	211 Sudderth Drive
3035	USA	NM	Lovington	88260	5419 North Lovington Highway
3036	USA	NM	Los Alamos	87544	1600 North Main
3037	USA	NM	Deming	88030	3917 West Road
3038	USA	NM	Santa Rosa	88435	900 West Ash Street
3039	USA	NM	Silver City	88061	117 Camino De Vida
3040	USA	NM	Artesia	88210	1313 East 32Nd Street
3041	USA	NM	Santa Teresa	88008	702 North 13Th Street
3042	USA	AZ	Mesa	85206	5065 Mcnutt Road
3043	USA	AZ	Glendale	85308	4629 E. Baseline Road
3044	USA	AZ	Glendale	85302	18701 N 67Th Avenue
3045	USA	IA	Glenwood	51534	6015 W Peoria Avenue
3046	USA	NM	Las Cruces	88011	711 South Vine Street
3047	USA	NM	Las Cruces	88011	2450 South Telshor Boulevard
3048	USA	NM	Las Cruces	88011	4451 East Lohman Avenue
3049	USA	NM	Las Cruces	88012	4441 East Lohman Avenue
3050	USA	NM	Las Cruces	88011	3751 Del Rey Boulevard
3051	USA	NM	Gallup	87301	4311 East Lohman Avenue
3052	USA	NM	Crownpoint	87313	1901 Redrock Drive
3053	USA	NM	Tucumcari	88401	State Route 371 And Route 9
3054	USA	NM	Espanola	87532	301 East Miel De Luna Avenue
3055	USA	AZ	Gilbert	85295	1010 Spruce Street
3056	USA	AZ	Gilbert	85206	5656 South Power Road
3057	USA	NM	Clovis	88101	5652 E Baseline Road
3058	USA	NM	Gallup	87301	2100 North Martin Luther King Junior Boulevard
3059	USA	NM	Albuquerque	87102	516 Nizhoni Boulevard
3060	USA	NM	Albuquerque	87102	504 Elm Street Northeast
3061	USA	NM	Albuquerque	87114	505 Elm Street Northeast
3062	USA	NM	Albuquerque	87106	10501 Golf Course Road Northwest
3063	USA	NM	Albuquerque	87102	2211 Lomas Boulevard Northeast
3064	USA	NM	Albuquerque	87110	700 High Street Northeast
3065	USA	NM	Albuquerque	87109	8300 Constitution Avenue Northeast
3066	USA	NM	Albuquerque	87106	4701 Montgomery Boulevard Northeast
3067	USA	NM	Roswell	88203	1100 Central Avenue Southeast
3068	USA	NM	Roswell	88201	72 Gail Harris St
3069	USA	NM	Roswell	88201	405 West Country Club Road
3070	USA	NM	Grants	87020	117 East 19Th Street
3071	USA	NM	Raton	87740	1016 East Roosevelt Avenue
3072	USA	NV	Las Vegas	89149	203 Hospital Drive
3073	USA	NM	Rio Rancho	87144	6900 North Durango Drive
3074	USA	NM	Albuquerque	87102	3001 Broadmoor Blvd Ne
3075	USA	NM	Albuquerque	87108	239 Elm Street Ne
3076	USA	NM	Albuquerque	87108	"5400 Gibson Boulevard Se,4Th Floor"
3077	USA	NV	Boulder City	89005	5901 Zuni Se
3078	USA	NV	Dayton	89403	901 Adams Boulevard
3079	USA	OH	Warren	44484	1001 Medical Center Drive
3080	USA	NM	Acoma Pueblo	87049	"667 Eastland Ave Se,5Th Floor"
3081	USA	UT	Ogden	84405	80 B Veterans Blvd
3082	USA	UT	Ogden	84403	5475 South 500 East
3083	USA	TX	Comanche	76442	4401 Harrison Boulevard
3084	USA	UT	Saint George	84770	10201 Hwy 16 N
3085	USA	UT	Saint George	84790	544 South 400 East (Flood St)
3086	USA	AZ	Tucson	85704	1380 East Medical Center Drive
3087	USA	UT	North Logan	84341	"6050 North Corona Rd,Suite 3"
3088	USA	TX	Lakeway	78734	2380 North 400 East
3089	USA	AZ	Cottonwood	86326	2000 Medical Drive
3090	USA	AZ	Prescott Valley	86314	269 S Candy Lane
3091	USA	OH	Lodi	44254	3347 Windsong Drive
3092	USA	OH	Wadsworth	44281	225 Elyria Street
3093	USA	OH	Coldwater	45828	195 Wadsworth Road
3094	USA	OH	Troy	45373	800 West Main Street
3095	USA	UT	Logan	84341	3130 North County Road 25A
3096	USA	UT	Price	84501	500 East 1400 North
3097	USA	UT	Beaver	84713	300 North Hospital Drive
3098	USA	UT	Panguitch	84759	1109 North 100 West Street
3099	USA	OH	Dayton	45417	200 North 400 East
3100	USA	UT	Roosevelt	84066	One Elizabeth Place
3101	USA	UT	Roosevelt	84066	250 West 300 North
3102	USA	UT	Bountiful	84010	187 West Lagoon Street
3103	USA	UT	Bountiful	84010	401 South 400 East
3104	USA	UT	Layton	84041	630 Medical Drive
3105	USA	AZ	Wickenburg	85390	1600 West Antelope Drive
3106	USA	NV	Las Vegas	89119	1245 Jack Burden Road
3107	USA	OH	Dayton	45417	2250 E Flamingo Rd
3108	USA	UT	Woods Cross	84010	One Elizabeth Place
3109	USA	UT	Vernal	84078	592 West 1350 South
3110	USA	OH	Centerville	45459	151 West 200 North
3111	USA	OH	Mansfield	44903	2400 Miami Valley Drive
3112	USA	OR	Madras	97741	335 Glessner Avenue
3113	USA	OH	Dayton	45405	470 Ne A Street
3114	USA	UT	Payson	84651	405 Grand Avenue
3115	USA	IA	Des Moines	50310	1000 East 100 North (Hwy198)
3116	USA	IN	Tell City	47586	1818 48Th Street
3117	USA	OH	Kettering	45429	One Hospital Rd
3118	USA	UT	Provo	84604	3535 Southern Boulevard
3119	USA	UT	American Fork	84003	1034 North 500 West
3120	USA	IA	Des Moines	50314	170 North 1100 East
3121	USA	UT	Orem	84057	1801 Hickman Road
3122	USA	OR	Hillsboro	97124	331 North 400 West
3123	USA	NV	Las Vegas	89119	2875 Nw Stucki Ave
3124	USA	UT	Orem	84057	"2075 East Flamingo Road,Fifth Floor"
3125	USA	UT	Provo	84606	750 West 800 North
3126	USA	AZ	Phoenix	85008	1300 East Center Street
3127	USA	IA	Iowa Falls	50126	501 North 24Th Street
3128	USA	OH	Dayton	45439	110 Rocksylvania Avenue
3129	USA	OH	Miamisburg	45342	5350 Lamme Road
3130	USA	NV	Minden	89423	4000 Miamisburg-Centerville Road
3131	USA	OH	Miamisburg	45342	"1649 Lucerne St,Unit A & B"
3132	USA	OH	Dayton	45417	4000 Miamisburg-Centerville Road
3133	USA	OH	Dayton	45406	707 East Edwin C Moses Blvd
3134	USA	OH	Mount Gilead	43338	2222 Philadelphia Drive
3135	USA	OH	Zanesville	43701	651 West Marion Road
3136	USA	UT	Brigham City	84302	2951 Maple Avenue
3137	USA	UT	Tremonton	84337	950 South Medical Drive
3138	USA	UT	West Jordan	84081	905 North 1000 West
3139	USA	UT	West Jordan	84088	5899 West Rivendell Drive
3140	USA	NV	Mesquite	89027	3580 West 9000 South
3141	USA	OH	Zanesville	43701	1299 Bertha Howe Avenue
3142	USA	DC	Washington	20032	800 Forest Avenue
3143	USA	AZ	Tucson	85707	1100 Alabama Avenue Se
3144	USA	NV	Owyhee	89832	Davis-Monthan Afb
3145	USA	OR	Junction City	97448	1623 Hospital Loop
3146	USA	NV	Elko	89801	29398 Recovery Way
3147	USA	UT	Murray	84107	2001 Errecart Boulevard
3148	USA	OH	Chillicothe	45601	5848 West Fashion Boulevard
3149	USA	UT	Murray	84107	272 Hospital Road
3150	USA	AZ	Mesa	85202	5121 South Cottonwood Street
3151	USA	AZ	Phoenix	85006	1400 S. Dobson Rd.
3152	USA	AZ	Mesa	85206	1111 East Mcdowell Road
3153	USA	FL	Marianna	32446	6750 E. Baywood Ave.
3154	USA	NV	Reno	89503	4250 Hospital Dr
3155	USA	OH	Shelby	44875	235 West Sixth Street
3156	USA	OH	Chillicothe	45601	199 West Main Street
3157	USA	FL	Graceville	32440	17273 Oh-104
3158	USA	OR	Baker City	97814	5429 College Dr
3159	USA	NV	Carson City	89703	3325 Pocahontas Road
3160	USA	OH	Bellevue	44811	1400 Medical Pkwy
3161	USA	UT	Salt Lake City	84102	1400 West Main Street
3162	USA	OR	Salem	97301	1050 East South Temple
3163	USA	OR	Albany	97321	"890 Oak Street, Se"
3164	USA	OR	Pendleton	97801	1046 6Th Avenue Sw
3165	USA	NV	Silver Springs	89429	2801 St Anthony Way
3166	USA	OR	Prineville	97754	3595 Hwy 50 West
3167	USA	MN	St Paul	55101	384 Se Combs Flat Road
3168	USA	OH	Fremont	43420	640 Jackson Street
3169	USA	OH	Portsmouth	45662	715 South Taft Avenue
3170	USA	UT	Salt Lake City	84108	1805 27Th Street
3171	USA	UT	Sandy	84094	500 Foothill Drive
3172	USA	NV	Las Vegas	89117	9660 South 1300 East
3173	USA	OR	Brookings	97415	7000 West Spring Mountain Road
3174	USA	OR	Grants Pass	97527	"555 5Th Street,Suite 2"
3175	USA	UT	Sandy	84094	500 Sw Ramsey Avenue
3176	USA	IA	Davenport	52806	8074 South 1300 East
3177	USA	NV	North Las Vegas	89086	1111 West Kimberly Road
3178	USA	OR	Portland	97220	6900 Pecos Rd
3179	USA	NV	Reno	89502	10300 Ne Hancock Street
3180	USA	NV	Las Vegas	89106	975 Kirman Avenue
3181	USA	NV	Ely	89301	1700 Vegas Drive
3182	USA	OH	Tiffin	44883	1500 Avenue 'H'
3183	USA	OH	Sidney	45365	45 St Lawrence Drive
3184	USA	OR	Ashland	97520	915 West Michigan Street
3185	USA	OR	Bend	97701	280 Maple Street
3186	USA	OR	Medford	97504	2500 Ne Neff Road
